sender	recipient	total
002429	015968	0.333333333333
022376	018195	0.333333333333
022376	012714	0.333333333333
002204	037698	0.333333333333
021570	012298	0.333333333333
021562	032295	0.333333333333
021562	032659	0.333333333333
001869	009684	0.333333333333
021570	006787	0.333333333333
035067	032146	0.333333333333
023620	012804	0.333333333333
022327	012345	0.333333333333
002452	004447	0.333333333333
022327	017455	0.333333333333
007070	016717	0.333333333333
002204	024129	0.333333333333
001869	004780	0.333333333333
023629	024886	0.333333333333
023629	004840	0.333333333333
023629	000243	0.333333333333
034600	035081	0.333333333333
001869	001869	0.333333333333
034600	029262	0.333333333333
023620	035241	0.333333333333
007070	004987	0.333333333333
007687	013025	0.333333333333
001869	011317	0.333333333333
021562	022725	0.333333333333
034604	014813	0.333333333333
022359	032076	0.333333333333
021608	002045	0.333333333333
022359	018677	0.333333333333
023618	008640	0.333333333333
021596	038682	0.333333333333
001869	023293	0.333333333333
023618	014626	0.333333333333
023618	016030	0.333333333333
035077	008187	0.333333333333
034604	031854	0.333333333333
002203	036739	0.333333333333
002203	024062	0.333333333333
023618	018976	0.333333333333
022333	021739	0.333333333333
023618	025951	0.333333333333
034604	015421	0.333333333333
022333	015944	0.333333333333
034604	015087	0.333333333333
023618	029718	0.333333333333
022444	033539	0.333333333333
022275	022484	0.333333333333
022275	021989	0.333333333333
007093	022419	0.333333333333
002358	003702	0.333333333333
022246	030438	0.333333333333
007371	028065	0.333333333333
034277	003455	0.333333333333
007371	010070	0.333333333333
002183	002531	0.333333333333
023775	015540	0.333333333333
007029	008199	0.333333333333
007093	036704	0.333333333333
034625	028585	0.333333333333
008052	023867	0.333333333333
034625	018607	0.333333333333
001928	009558	0.333333333333
002183	033365	0.333333333333
007029	023840	0.333333333333
002186	017470	0.333333333333
023765	033732	0.333333333333
023765	022389	0.333333333333
007589	026338	0.333333333333
001928	009334	0.333333333333
034277	006952	0.333333333333
034994	001550	0.333333333333
022246	022246	0.333333333333
022943	021321	0.333333333333
035170	009291	0.333333333333
035170	003384	0.333333333333
002358	035776	0.333333333333
022938	014289	0.333333333333
022246	020983	0.333333333333
002358	030052	0.333333333333
008045	032921	0.333333333333
008045	038722	0.333333333333
034280	001058	0.333333333333
022938	015240	0.333333333333
034994	000249	0.333333333333
023775	023651	0.333333333333
001928	035759	0.333333333333
008052	000353	0.333333333333
034277	018745	0.333333333333
007371	028676	0.333333333333
022938	037143	0.333333333333
022943	000549	0.333333333333
022943	015745	0.333333333333
034625	017470	0.333333333333
034612	037542	0.333333333333
021675	002012	0.333333333333
021709	032997	0.333333333333
022262	024938	0.333333333333
022262	026497	0.333333333333
002186	028585	0.333333333333
034213	004993	0.333333333333
034213	014348	0.333333333333
023715	021428	0.333333333333
023715	014021	0.333333333333
023715	007327	0.333333333333
034213	030901	0.333333333333
023697	013147	0.333333333333
023765	006066	0.333333333333
021709	027881	0.333333333333
035146	021179	0.333333333333
023697	010637	0.333333333333
035146	005276	0.333333333333
021675	023255	0.333333333333
035146	001155	0.333333333333
007371	000163	0.333333333333
022275	001254	0.333333333333
021675	023079	0.333333333333
023719	010303	0.333333333333
023719	015403	0.333333333333
022262	009121	0.333333333333
021709	033060	0.333333333333
034612	024138	0.333333333333
034612	021321	0.333333333333
001928	003208	0.333333333333
007029	039376	0.333333333333
007371	003013	0.333333333333
023764	006055	0.333333333333
002186	018607	0.333333333333
034612	013768	0.333333333333
023757	033528	0.333333333333
023757	010693	0.333333333333
007589	030067	0.333333333333
021337	012168	0.333333333333
023757	007167	0.333333333333
035146	038359	0.333333333333
007048	008296	0.333333333333
007048	038003	0.333333333333
021337	025593	0.333333333333
034994	027838	0.333333333333
023719	029275	0.333333333333
008308	013107	0.333333333333
002452	000685	0.333333333333
024115	020709	0.333333333333
023087	019478	0.333333333333
021975	008641	0.333333333333
034479	032816	0.333333333333
007414	031493	0.333333333333
007283	005879	0.333333333333
023096	033439	0.333333333333
007842	005133	0.333333333333
007842	007821	0.333333333333
034751	009465	0.333333333333
022093	034305	0.333333333333
022668	003837	0.333333333333
002092	011856	0.333333333333
007414	036988	0.333333333333
022069	007603	0.333333333333
022069	011702	0.333333333333
008366	036861	0.333333333333
001996	027836	0.333333333333
002299	002299	0.333333333333
023284	005674	0.333333333333
022093	009878	0.333333333333
034751	022639	0.333333333333
034751	018742	0.333333333333
022651	025821	0.333333333333
001774	035358	0.333333333333
022668	008510	0.333333333333
002118	008519	0.333333333333
023284	002175	0.333333333333
022651	022829	0.333333333333
001996	038623	0.333333333333
023284	005071	0.333333333333
008366	011983	0.333333333333
001774	001640	0.333333333333
007414	002239	0.333333333333
002299	000778	0.333333333333
022651	022556	0.333333333333
023284	012317	0.333333333333
024036	015558	0.333333333333
033861	016475	0.333333333333
034707	003936	0.333333333333
024115	025151	0.333333333333
002525	003361	0.333333333333
024036	036322	0.333333333333
034494	014512	0.333333333333
033861	028644	0.333333333333
033861	001561	0.333333333333
007798	031898	0.333333333333
024125	034903	0.333333333333
023932	017030	0.333333333333
033977	025028	0.333333333333
021060	010130	0.333333333333
034494	014911	0.333333333333
023157	018504	0.333333333333
007906	022506	0.333333333333
034494	004932	0.333333333333
002476	025718	0.333333333333
007313	026307	0.333333333333
007482	030319	0.333333333333
007313	006823	0.333333333333
006889	006826	0.333333333333
023096	033367	0.333333333333
034707	035788	0.333333333333
022093	038682	0.333333333333
034707	026545	0.333333333333
034707	020675	0.333333333333
007905	029731	0.333333333333
023096	006371	0.333333333333
034865	026749	0.333333333333
007905	032715	0.333333333333
007313	028901	0.333333333333
002520	035108	0.333333333333
035284	026556	0.333333333333
033986	021767	0.333333333333
021975	018352	0.333333333333
023171	018511	0.333333333333
007476	029672	0.333333333333
023171	015105	0.333333333333
024082	000321	0.333333333333
007476	031252	0.333333333333
021112	021175	0.333333333333
006893	010304	0.333333333333
022028	026744	0.333333333333
002045	007385	0.333333333333
034738	004988	0.333333333333
034807	007359	0.333333333333
006893	026745	0.333333333333
002012	022096	0.333333333333
006893	028267	0.333333333333
023988	023988	0.333333333333
007476	029047	0.333333333333
022668	012508	0.333333333333
023171	025709	0.333333333333
023157	033024	0.333333333333
022651	036639	0.333333333333
002012	030462	0.333333333333
021106	005550	0.333333333333
022668	032876	0.333333333333
023157	025026	0.333333333333
002045	033909	0.333333333333
021112	002597	0.333333333333
023129	038685	0.333333333333
034807	032798	0.333333333333
002045	024115	0.333333333333
034426	022599	0.333333333333
021975	033652	0.333333333333
002045	035980	0.333333333333
021112	003046	0.333333333333
023988	022078	0.333333333333
024082	004376	0.333333333333
034797	015305	0.333333333333
034479	001862	0.333333333333
023247	010844	0.333333333333
023247	028470	0.333333333333
002366	031058	0.333333333333
002366	009597	0.333333333333
008366	011290	0.333333333333
034707	039298	0.333333333333
034479	018014	0.333333333333
002012	011012	0.333333333333
034033	004157	0.333333333333
034797	034224	0.333333333333
034033	008515	0.333333333333
024019	016338	0.333333333333
034797	020523	0.333333333333
034033	022226	0.333333333333
023247	003854	0.333333333333
006891	012219	0.333333333333
022668	011540	0.333333333333
034426	017759	0.333333333333
007890	010511	0.333333333333
022028	021073	0.333333333333
023988	020165	0.333333333333
007890	017897	0.333333333333
007842	003993	0.333333333333
023157	022769	0.333333333333
021122	007042	0.333333333333
007890	030113	0.333333333333
034394	038637	0.333333333333
002375	014921	0.333333333333
034394	007315	0.333333333333
006891	017353	0.333333333333
023982	008381	0.333333333333
023982	002382	0.333333333333
007313	005399	0.333333333333
006891	026718	0.333333333333
007501	010419	0.333333333333
021175	002597	0.333333333333
021997	021997	0.333333333333
007253	013565	0.333333333333
021938	029861	0.333333333333
022855	031898	0.333333333333
022105	022105	0.333333333333
023922	017081	0.333333333333
007253	017440	0.333333333333
024129	011449	0.333333333333
023922	032989	0.333333333333
022105	017931	0.333333333333
023922	035620	0.333333333333
002476	001014	0.333333333333
022825	000459	0.333333333333
034877	030674	0.333333333333
023083	034558	0.333333333333
034723	010183	0.333333333333
034877	028164	0.333333333333
034877	006471	0.333333333333
022823	038436	0.333333333333
022825	030786	0.333333333333
034709	027882	0.333333333333
024129	014847	0.333333333333
023157	017760	0.333333333333
022856	021180	0.333333333333
024129	028041	0.333333333333
022069	024508	0.333333333333
022832	025541	0.333333333333
033852	020708	0.333333333333
022105	030591	0.333333333333
008330	013608	0.333333333333
008330	017114	0.333333333333
002045	006571	0.333333333333
022105	031898	0.333333333333
002525	019874	0.333333333333
034709	038992	0.333333333333
024125	038509	0.333333333333
006931	006333	0.333333333333
002476	000227	0.333333333333
002299	030979	0.333333333333
022105	027707	0.333333333333
022856	017446	0.333333333333
033852	013494	0.333333333333
034723	011571	0.333333333333
007906	023552	0.333333333333
021938	030302	0.333333333333
023087	002224	0.333333333333
021079	016260	0.333333333333
007298	000321	0.333333333333
022100	023910	0.333333333333
022856	026050	0.333333333333
023157	004399	0.333333333333
007907	035597	0.333333333333
022069	029115	0.333333333333
022668	000845	0.333333333333
007283	016533	0.333333333333
007907	031712	0.333333333333
007907	028646	0.333333333333
001984	034932	0.333333333333
022855	015378	0.333333333333
024151	020614	0.333333333333
002092	015999	0.333333333333
023083	032070	0.333333333333
023087	011923	0.333333333333
023129	007745	0.333333333333
021175	003046	0.333333333333
002092	022915	0.333333333333
007798	019953	0.333333333333
007283	010635	0.333333333333
034865	032046	0.333333333333
007798	009587	0.333333333333
021084	031863	0.333333333333
022855	030591	0.333333333333
003821	029016	0.330357142857
003422	000243	0.326923076923
000336	005905	0.325396825397
006029	003821	0.325
038323	025048	0.325
008815	016777	0.325
038323	038323	0.325
038323	031092	0.325
038323	017955	0.325
038323	003198	0.325
038323	013820	0.325
021873	032020	0.325
018546	029013	0.325
006556	026114	0.325
018546	006287	0.325
038323	027744	0.325
023284	024525	0.325
006556	031688	0.325
006556	000332	0.325
028096	012925	0.325
029624	021997	0.324675324675
029624	021934	0.324675324675
029624	013382	0.324675324675
029624	029939	0.324675324675
029624	001918	0.324675324675
029624	008232	0.324675324675
026649	029092	0.322222222222
013820	038938	0.322222222222
029624	019449	0.322222222222
035267	034474	0.322222222222
035267	034627	0.322222222222
026649	026649	0.322222222222
029624	033348	0.322222222222
004850	013495	0.321678321678
004850	012130	0.321678321678
004850	032329	0.321678321678
004850	013796	0.321678321678
004850	017366	0.321678321678
004850	026293	0.321678321678
004850	004769	0.321678321678
004850	000143	0.321678321678
004850	032298	0.321678321678
004850	027935	0.321678321678
004850	003698	0.321678321678
025874	037349	0.321678321678
025874	027089	0.321678321678
027089	007269	0.321428571429
029624	032859	0.3170995671
035603	002966	0.316666666667
035603	029053	0.316666666667
035603	033348	0.316666666667
022250	010478	0.316666666667
038118	024542	0.315909090909
038118	021578	0.315909090909
038118	005449	0.315909090909
038118	027618	0.315909090909
038118	001544	0.315909090909
038118	038118	0.315909090909
038118	028341	0.315909090909
035241	016215	0.313131313131
035241	015758	0.313131313131
035241	020718	0.313131313131
035241	023129	0.313131313131
012265	037241	0.311111111111
024374	037073	0.311111111111
035396	019155	0.311111111111
012265	034978	0.311111111111
031050	010392	0.311111111111
011981	034456	0.311111111111
031050	004972	0.311111111111
011981	011162	0.311111111111
024374	030912	0.311111111111
035396	003224	0.311111111111
036468	015758	0.311111111111
035396	026155	0.311111111111
018853	035958	0.311111111111
018853	031551	0.311111111111
018853	026173	0.311111111111
012265	028089	0.311111111111
023129	020709	0.311111111111
024214	039093	0.311111111111
012265	016081	0.311111111111
010067	007366	0.311111111111
024374	004611	0.311111111111
035396	035396	0.311111111111
027692	002992	0.311111111111
012265	022822	0.311111111111
036908	013061	0.311111111111
018853	023502	0.311111111111
022999	000695	0.309523809524
030383	030383	0.309523809524
013397	004578	0.309523809524
020894	000336	0.309523809524
030383	015995	0.309523809524
020894	019037	0.309523809524
013397	022400	0.309523809524
030383	006782	0.309523809524
020894	002752	0.309523809524
013397	013397	0.309523809524
020894	027964	0.309523809524
020894	027715	0.309523809524
013397	032590	0.309523809524
010514	027276	0.309523809524
030383	027765	0.309523809524
010514	023396	0.309523809524
014842	014842	0.309523809524
014779	010329	0.309523809524
014779	024334	0.309523809524
030383	024830	0.309523809524
022999	027089	0.309523809524
022999	026192	0.309523809524
022999	025469	0.309523809524
022999	022087	0.309523809524
010514	024113	0.309523809524
014842	033813	0.309523809524
017066	010019	0.309523809524
017066	020467	0.309523809524
013397	000627	0.309523809524
022081	025090	0.309523809524
011865	008191	0.309523809524
039325	005352	0.309523809524
030193	005166	0.309523809524
030193	016117	0.309523809524
039325	025183	0.309523809524
030193	018361	0.309523809524
007784	035365	0.309523809524
039325	024174	0.309523809524
011865	019778	0.309523809524
030193	030193	0.309523809524
006561	038682	0.309523809524
030193	031184	0.309523809524
030193	036488	0.309523809524
008664	015372	0.309523809524
007776	014487	0.309523809524
008664	025939	0.309523809524
008664	031459	0.309523809524
039325	005090	0.309523809524
009743	004388	0.309523809524
026257	013189	0.309523809524
026257	035501	0.309523809524
006561	038445	0.309523809524
006561	037924	0.309523809524
006561	018799	0.309523809524
011865	022475	0.309523809524
011865	009686	0.309523809524
027507	038222	0.309523809524
011865	017835	0.309523809524
010896	011188	0.309523809524
022081	000394	0.309523809524
027507	026603	0.309523809524
016735	024184	0.309523809524
027507	022487	0.309523809524
027507	036747	0.309523809524
009888	038638	0.309523809524
010485	029313	0.309523809524
010485	022851	0.309523809524
016735	038514	0.309523809524
007589	015078	0.309523809524
010485	010485	0.309523809524
009888	030311	0.309523809524
016735	034560	0.309523809524
007589	010463	0.309523809524
027354	030056	0.309523809524
030383	002323	0.309523809524
027737	001679	0.309523809524
027354	006840	0.309523809524
022081	014103	0.309523809524
010485	005240	0.309523809524
023129	000819	0.308608058608
023129	023019	0.308608058608
023129	003792	0.308608058608
023129	001323	0.308608058608
023129	032709	0.308608058608
027240	038080	0.307692307692
027240	000429	0.307692307692
027240	003941	0.307692307692
027240	006918	0.307692307692
027240	010742	0.307692307692
027240	024854	0.307692307692
027240	028707	0.307692307692
027240	029345	0.307692307692
027240	030254	0.307692307692
027240	038115	0.307692307692
027240	031683	0.307692307692
027240	037973	0.307692307692
027240	038996	0.307692307692
025413	013047	0.3
025413	008378	0.3
033502	000443	0.3
033502	012541	0.3
025413	025413	0.3
025413	033466	0.3
033502	020889	0.3
030336	031935	0.3
008975	038077	0.3
030336	013660	0.3
008975	017820	0.3
008975	024914	0.3
008975	039432	0.3
008975	025956	0.3
028690	024192	0.3
014842	035392	0.3
008641	028635	0.3
005883	036414	0.3
022534	030481	0.3
008641	037107	0.3
008641	037996	0.3
002829	024331	0.3
014842	032207	0.3
002829	005991	0.3
002829	006541	0.3
014842	037003	0.3
002829	023110	0.3
028690	005331	0.3
028690	018202	0.3
008641	025024	0.3
008641	009478	0.3
008641	006768	0.3
005883	005138	0.3
005883	037750	0.3
005883	024595	0.3
002835	035350	0.3
028690	013718	0.3
005883	010914	0.3
028690	013845	0.3
005883	015074	0.3
002835	002835	0.3
014842	032061	0.3
014842	026655	0.3
029919	039670	0.3
002829	008368	0.3
002829	035155	0.3
002835	028441	0.3
005883	026372	0.3
002829	017085	0.3
002829	016026	0.3
014842	013464	0.3
028690	037427	0.3
002835	026476	0.3
002829	027652	0.3
014842	015805	0.3
002835	019264	0.3
014842	016597	0.3
014842	017977	0.3
002835	018413	0.3
002829	015789	0.3
029919	004883	0.3
029919	006641	0.3
002835	039206	0.3
005883	032492	0.3
029919	017070	0.3
029919	023534	0.3
028690	028690	0.3
029919	025308	0.3
014842	018900	0.3
028690	006803	0.3
029919	029227	0.3
029919	029919	0.3
028690	007582	0.3
028690	014332	0.3
035241	019439	0.293650793651
003614	002102	0.293650793651
003442	000335	0.292929292929
003442	039238	0.292929292929
003442	029551	0.292929292929
003442	039297	0.292929292929
003442	020325	0.292929292929
003442	008834	0.292929292929
003442	029834	0.292929292929
003442	020774	0.292929292929
003442	014946	0.292929292929
021781	039208	0.291666666667
003766	008459	0.291666666667
030336	003652	0.291666666667
036489	018324	0.291666666667
036489	013696	0.291666666667
036489	024905	0.291666666667
036489	003614	0.291666666667
018819	002457	0.291666666667
018819	033203	0.291666666667
036489	039635	0.291666666667
018819	025157	0.291666666667
002138	037694	0.291666666667
018819	027349	0.291666666667
018819	027995	0.291666666667
001665	002150	0.290909090909
010855	012735	0.290909090909
031703	006894	0.290909090909
008535	003775	0.290909090909
022152	038638	0.285714285714
025397	024747	0.285714285714
000526	034543	0.285714285714
004576	030579	0.285714285714
026746	027770	0.285714285714
011182	031455	0.285714285714
000526	030451	0.285714285714
003432	036437	0.285714285714
026746	034188	0.285714285714
036771	002191	0.285714285714
034294	004570	0.285714285714
000526	009549	0.285714285714
011182	023732	0.285714285714
025397	033286	0.285714285714
011182	014037	0.285714285714
026746	036134	0.285714285714
011182	004593	0.285714285714
021975	014948	0.285714285714
011182	011182	0.285714285714
025397	029484	0.285714285714
000526	005599	0.285714285714
011182	012990	0.285714285714
006289	025497	0.285714285714
011182	010761	0.285714285714
037083	011865	0.285714285714
022152	035547	0.285714285714
022152	008115	0.285714285714
022152	030311	0.285714285714
022152	023312	0.285714285714
022152	009888	0.285714285714
031050	026666	0.285714285714
031050	028901	0.285714285714
036468	029026	0.285714285714
027141	016222	0.285714285714
032020	000243	0.285714285714
034294	031105	0.285714285714
027141	033640	0.285714285714
022124	005709	0.285714285714
022124	036760	0.285714285714
022124	010702	0.285714285714
022124	009073	0.285714285714
022124	009012	0.285714285714
036468	012441	0.285714285714
022152	032285	0.285714285714
031050	005399	0.285714285714
004593	031455	0.285714285714
004593	023732	0.285714285714
014231	005100	0.285714285714
014231	006583	0.285714285714
026746	010035	0.285714285714
014231	026714	0.285714285714
015506	013514	0.285714285714
026746	005151	0.285714285714
014231	036995	0.285714285714
000526	039007	0.285714285714
014231	039278	0.285714285714
004593	004593	0.285714285714
034294	034936	0.285714285714
004593	010761	0.285714285714
004593	011182	0.285714285714
004593	012990	0.285714285714
004593	014037	0.285714285714
014231	029809	0.285714285714
025397	024379	0.285714285714
000526	002737	0.285714285714
014763	032680	0.285714285714
021716	038024	0.285714285714
003432	026902	0.285714285714
005295	001485	0.285714285714
001008	023976	0.285714285714
037083	008191	0.285714285714
003432	021381	0.285714285714
014763	034018	0.285714285714
029586	029586	0.285714285714
019023	035743	0.285714285714
029586	027926	0.285714285714
014763	024525	0.285714285714
008051	018095	0.285714285714
038371	038371	0.285714285714
029586	019150	0.285714285714
029586	010064	0.285714285714
029586	004318	0.285714285714
021716	031224	0.285714285714
037083	019778	0.285714285714
021716	025128	0.285714285714
021716	023011	0.285714285714
032968	018525	0.285714285714
032968	018998	0.285714285714
032968	021873	0.285714285714
037083	017835	0.285714285714
032968	029854	0.285714285714
032968	031349	0.285714285714
032968	031980	0.285714285714
037083	009686	0.285714285714
003432	032583	0.285714285714
003432	032097	0.285714285714
001008	006677	0.285714285714
003432	027614	0.285714285714
021716	001781	0.285714285714
021716	010850	0.285714285714
021716	014495	0.285714285714
019023	038117	0.285714285714
019023	032548	0.285714285714
000526	000526	0.285714285714
034280	024712	0.285714285714
003432	014490	0.285714285714
004576	001736	0.285714285714
034280	006143	0.285714285714
034280	016382	0.285714285714
004576	004878	0.285714285714
028959	008295	0.285714285714
033449	002411	0.285714285714
028959	002289	0.285714285714
019023	031673	0.285714285714
033449	011484	0.285714285714
025397	002250	0.285714285714
004576	011935	0.285714285714
025397	011509	0.285714285714
025397	017523	0.285714285714
032968	016680	0.285714285714
015506	033946	0.285714285714
002706	033635	0.285714285714
028959	012159	0.285714285714
028959	014799	0.285714285714
028959	020544	0.285714285714
019023	025821	0.285714285714
019023	016756	0.285714285714
019023	004365	0.285714285714
038371	037639	0.285714285714
014763	012317	0.285714285714
037083	022475	0.285714285714
014763	001135	0.285714285714
002706	016655	0.285714285714
002706	020424	0.285714285714
002706	029309	0.285714285714
038371	017827	0.285714285714
034280	004609	0.285714285714
038371	015549	0.285714285714
038371	005936	0.285714285714
032020	034123	0.285714285714
038371	004910	0.285714285714
019449	010995	0.285714285714
011628	001996	0.285714285714
028015	022195	0.285714285714
012625	011254	0.285714285714
016950	026051	0.285714285714
034210	008648	0.285714285714
011587	008479	0.285714285714
011587	027796	0.285714285714
020261	014487	0.285714285714
034210	008815	0.285714285714
016950	025097	0.285714285714
016950	016538	0.285714285714
008475	008475	0.285714285714
038024	026735	0.285714285714
011587	034931	0.285714285714
016950	009569	0.285714285714
008475	010278	0.285714285714
028015	001396	0.285714285714
028015	006615	0.285714285714
005167	015510	0.285714285714
028015	008359	0.285714285714
028015	012656	0.285714285714
008475	022553	0.285714285714
028015	015769	0.285714285714
012625	016730	0.285714285714
012625	025530	0.285714285714
008475	007695	0.285714285714
030033	004643	0.285714285714
024480	014849	0.285714285714
029980	012056	0.285714285714
024480	008111	0.285714285714
011893	019190	0.285714285714
016215	023129	0.285714285714
024480	006969	0.285714285714
024379	025397	0.285714285714
016215	015758	0.285714285714
024379	029484	0.285714285714
016950	038256	0.285714285714
012625	030893	0.285714285714
024379	033286	0.285714285714
016950	032945	0.285714285714
030033	001455	0.285714285714
012625	038575	0.285714285714
024480	004768	0.285714285714
002351	007402	0.285714285714
008475	003464	0.285714285714
012625	033857	0.285714285714
024480	000967	0.285714285714
028015	016088	0.285714285714
011893	018947	0.285714285714
029809	035067	0.285714285714
011893	008815	0.285714285714
038024	015324	0.285714285714
023811	001135	0.285714285714
038024	020203	0.285714285714
009943	025765	0.285714285714
025135	037141	0.285714285714
021294	038929	0.285714285714
032428	010350	0.285714285714
025135	031505	0.285714285714
025135	025845	0.285714285714
025135	010111	0.285714285714
025135	003815	0.285714285714
034210	018947	0.285714285714
032428	011355	0.285714285714
032428	018832	0.285714285714
021294	034392	0.285714285714
021294	037378	0.285714285714
025135	000464	0.285714285714
032428	020008	0.285714285714
032428	023661	0.285714285714
032428	032428	0.285714285714
025135	002156	0.285714285714
034210	011893	0.285714285714
011893	007020	0.285714285714
009943	019699	0.285714285714
021294	033184	0.285714285714
008475	022942	0.285714285714
008475	033616	0.285714285714
021294	004385	0.285714285714
016950	008713	0.285714285714
009943	000934	0.285714285714
004410	010540	0.285714285714
021294	009146	0.285714285714
009943	005349	0.285714285714
021294	013992	0.285714285714
011628	013141	0.285714285714
038024	011294	0.285714285714
009943	009451	0.285714285714
011628	034468	0.285714285714
038024	003501	0.285714285714
011628	037071	0.285714285714
009943	013739	0.285714285714
009943	018200	0.285714285714
038024	005595	0.285714285714
034914	016384	0.285714285714
011893	008648	0.285714285714
024480	025231	0.285714285714
029980	012079	0.285714285714
030033	008078	0.285714285714
003473	003845	0.285714285714
003473	029434	0.285714285714
003473	030516	0.285714285714
003473	033390	0.285714285714
031728	015125	0.285714285714
003473	037700	0.285714285714
031728	018801	0.285714285714
031728	029106	0.285714285714
026482	002242	0.285714285714
031728	029343	0.285714285714
021055	036766	0.285714285714
026482	008440	0.285714285714
032825	014100	0.285714285714
021055	037837	0.285714285714
026482	016380	0.285714285714
032825	024195	0.285714285714
031728	030779	0.285714285714
032825	024218	0.285714285714
032825	030979	0.285714285714
026482	025684	0.285714285714
003473	021203	0.285714285714
034914	008749	0.285714285714
026482	029321	0.285714285714
002351	010636	0.285714285714
002351	024181	0.285714285714
002351	019280	0.285714285714
011906	027089	0.285714285714
011906	026192	0.285714285714
034914	016826	0.285714285714
032825	006889	0.285714285714
002351	014504	0.285714285714
002351	013535	0.285714285714
031728	003554	0.285714285714
031728	007611	0.285714285714
034914	022699	0.285714285714
012726	016365	0.285714285714
019439	022961	0.285714285714
034914	027589	0.285714285714
034914	034914	0.285714285714
002351	011831	0.285714285714
019439	024312	0.285714285714
019439	025892	0.285714285714
005167	024655	0.285714285714
038929	002570	0.285714285714
026482	025230	0.285714285714
032825	036690	0.285714285714
004229	036507	0.285714285714
029809	006583	0.285714285714
025684	017587	0.285714285714
025684	025230	0.285714285714
016215	035241	0.285714285714
029980	035957	0.285714285714
029980	033651	0.285714285714
029980	031005	0.285714285714
029980	028661	0.285714285714
025684	029321	0.285714285714
029809	014231	0.285714285714
029980	018466	0.285714285714
030033	032038	0.285714285714
030033	029221	0.285714285714
030033	027259	0.285714285714
011893	034210	0.285714285714
011893	025405	0.285714285714
027985	034025	0.285714285714
029809	026714	0.285714285714
030033	019084	0.285714285714
027985	038117	0.285714285714
016215	024756	0.285714285714
001767	027076	0.285714285714
025684	016380	0.285714285714
029809	005100	0.285714285714
032825	039429	0.285714285714
008442	013769	0.285714285714
010170	014688	0.285714285714
034914	002054	0.285714285714
038929	006922	0.285714285714
005167	018581	0.285714285714
004229	005843	0.285714285714
004229	013768	0.285714285714
038929	008941	0.285714285714
038929	016140	0.285714285714
004229	014949	0.285714285714
038024	036194	0.285714285714
038929	020188	0.285714285714
024379	011509	0.285714285714
025684	008440	0.285714285714
025684	002242	0.285714285714
004229	026669	0.285714285714
032428	036323	0.285714285714
027985	016473	0.285714285714
002102	039365	0.285256410256
002102	016738	0.285256410256
002102	030764	0.285256410256
002102	018176	0.285256410256
002102	005118	0.285256410256
012726	016803	0.283333333333
012726	034570	0.283333333333
012726	003510	0.283333333333
012726	012726	0.283333333333
027692	035325	0.283333333333
012726	035959	0.283333333333
027692	024019	0.283333333333
025852	008827	0.283333333333
035396	032269	0.283333333333
035396	038902	0.283333333333
029749	034411	0.283333333333
035396	023568	0.283333333333
029749	030113	0.283333333333
029749	026064	0.283333333333
029749	020060	0.283333333333
029749	015222	0.283333333333
027692	020709	0.283333333333
027692	012804	0.283333333333
035396	031380	0.283333333333
004283	023944	0.283333333333
003087	003087	0.281818181818
003087	016419	0.281818181818
003087	015484	0.281818181818
003087	003323	0.281818181818
003087	017454	0.281818181818
003087	024439	0.281818181818
014153	003245	0.281818181818
003087	026243	0.281818181818
014153	011776	0.281818181818
003087	035010	0.281818181818
014153	017233	0.281818181818
014153	014153	0.281818181818
014153	017408	0.281818181818
014153	019964	0.281818181818
014153	020069	0.281818181818
014153	023546	0.281818181818
014153	034216	0.281818181818
014153	038737	0.281818181818
003087	016242	0.281818181818
009918	022099	0.277777777778
004815	006921	0.277777777778
020589	007505	0.277777777778
009918	007495	0.277777777778
020589	019583	0.277777777778
020589	019932	0.277777777778
009918	017458	0.277777777778
031411	016155	0.277777777778
009918	002051	0.277777777778
031411	022947	0.277777777778
015758	023620	0.277777777778
015888	009472	0.277777777778
024801	000362	0.277777777778
030496	000171	0.276923076923
031572	015080	0.276923076923
002479	027731	0.276923076923
003884	033129	0.276923076923
030496	036285	0.276923076923
037539	005236	0.276923076923
030496	036096	0.276923076923
031572	033509	0.276923076923
015758	038685	0.276923076923
031572	031024	0.276923076923
030496	030496	0.276923076923
031572	016582	0.276923076923
030496	028496	0.276923076923
037539	026915	0.276923076923
037539	027661	0.276923076923
037539	032020	0.276923076923
031572	034788	0.276923076923
030496	012313	0.276923076923
030496	013585	0.276923076923
030496	016338	0.276923076923
003884	002277	0.276923076923
003884	015419	0.276923076923
002479	033573	0.276923076923
015758	007745	0.276923076923
037539	033889	0.276923076923
023129	036285	0.274242424242
023129	036096	0.274242424242
023129	013585	0.274242424242
023129	012313	0.274242424242
023129	011386	0.274242424242
023129	016338	0.274242424242
007784	008107	0.272727272727
002179	037597	0.272727272727
021975	037107	0.272727272727
009823	034463	0.272727272727
021975	009478	0.272727272727
021975	006768	0.272727272727
021975	022444	0.272727272727
009823	015798	0.272727272727
009823	017591	0.272727272727
009823	021839	0.272727272727
009823	022087	0.272727272727
021975	037996	0.272727272727
009823	000723	0.272727272727
021975	025024	0.272727272727
034216	017408	0.271428571429
034216	017233	0.271428571429
034216	023546	0.271428571429
018839	024373	0.271428571429
034216	019964	0.271428571429
034216	003245	0.271428571429
002885	032000	0.267857142857
005674	014352	0.267857142857
003766	005340	0.267857142857
002885	037117	0.267857142857
028584	018947	0.267857142857
003766	002287	0.267857142857
