sender	recipient	total
030555	028674	1.5
017553	030631	1.5
003990	003292	1.5
002154	008971	1.5
003972	004665	1.5
003967	038963	1.5
003967	014792	1.5
020940	037998	1.5
002152	000470	1.5
035683	038520	1.5
030608	030525	1.5
019378	038250	1.5
003955	019221	1.5
032456	000215	1.5
001692	004853	1.5
030555	012881	1.5
035094	021572	1.5
030421	031570	1.5
015858	023974	1.5
030421	031895	1.5
035870	019708	1.5
015807	027330	1.5
032576	017650	1.5
030445	002912	1.5
015807	032523	1.5
035859	011197	1.5
001656	014516	1.5
003227	016909	1.5
030467	026972	1.5
001656	026139	1.5
021032	020470	1.5
035811	004060	1.5
032554	025525	1.5
015858	010763	1.5
035781	036817	1.5
035773	025797	1.5
004220	020188	1.5
021263	000818	1.5
020880	002771	1.5
009217	002173	1.5
036611	007409	1.5
034673	002706	1.5
015252	005629	1.5
034673	021846	1.5
029856	022212	1.5
036549	007624	1.5
009208	008426	1.5
029879	008910	1.5
018976	033118	1.5
021747	022927	1.5
036505	008407	1.5
008052	038688	1.5
029900	014695	1.5
021739	004791	1.5
017771	039381	1.5
002992	012873	1.5
004410	021873	1.5
010038	003867	1.5
004471	000033	1.5
015372	032078	1.5
029813	002495	1.5
029562	030191	1.5
017850	025672	1.5
029562	033782	1.5
009229	019751	1.5
004573	003276	1.5
014903	009360	1.5
036785	023518	1.5
001280	033997	1.5
002600	013445	1.5
029655	007803	1.5
021863	024195	1.5
021863	017376	1.5
018912	027583	1.5
034565	019197	1.5
018912	037912	1.5
018954	010261	1.5
029741	024251	1.5
015372	006916	1.5
015384	019759	1.5
015569	023129	1.5
036298	032493	1.5
004319	038642	1.5
004319	028590	1.5
008187	021221	1.5
034837	028692	1.5
019124	009825	1.5
009697	038768	1.5
019124	011697	1.5
032814	008451	1.5
030099	012672	1.5
008198	021957	1.5
001540	001409	1.5
002235	012554	1.5
030137	014729	1.5
021294	007048	1.5
030137	038885	1.5
015569	015758	1.5
030152	039180	1.5
036298	028846	1.5
002297	028711	1.5
002992	034644	1.5
019101	039355	1.5
034807	003515	1.5
015407	012644	1.5
034807	034596	1.5
036462	004205	1.5
034814	023518	1.5
015423	020143	1.5
015423	038386	1.5
015426	024871	1.5
015426	035576	1.5
001464	018277	1.5
029999	032806	1.5
036366	019781	1.5
036366	008537	1.5
030020	026191	1.5
015506	017470	1.5
021503	020553	1.5
008157	017083	1.5
001692	016534	1.5
009790	014161	1.5
018876	033160	1.5
035122	031155	1.5
009964	029269	1.5
001839	017782	1.5
016311	025778	1.5
016311	026983	1.5
001839	039237	1.5
001993	019197	1.5
019883	023875	1.5
009982	027780	1.5
019903	002282	1.5
010163	014548	1.5
010163	005888	1.5
016973	026896	1.5
016973	016973	1.5
009998	014079	1.5
009998	014388	1.5
016943	010444	1.5
008646	025683	1.5
032020	026408	1.5
003625	027551	1.5
016390	004596	1.5
020442	009318	1.5
019708	007385	1.5
019708	031100	1.5
003704	026516	1.5
003704	015645	1.5
017035	019280	1.5
032048	017199	1.5
035262	032499	1.5
009964	026479	1.5
016117	011083	1.5
003663	020111	1.5
003663	010459	1.5
016149	039086	1.5
003658	033986	1.5
016167	000483	1.5
016167	008196	1.5
020451	014487	1.5
003645	038150	1.5
008646	028508	1.5
020003	036433	1.5
019642	007482	1.5
008705	033807	1.5
031927	005699	1.5
003520	030956	1.5
003520	027668	1.5
031650	023204	1.5
008782	000685	1.5
008734	005958	1.5
031675	037414	1.5
031682	015133	1.5
008742	007385	1.5
016853	039384	1.5
003479	018625	1.5
016714	012588	1.5
020187	005346	1.5
016714	018260	1.5
010038	015602	1.5
016839	033763	1.5
008772	011669	1.5
020273	006083	1.5
016550	016550	1.5
031943	005554	1.5
020273	038994	1.5
016390	039094	1.5
020385	030438	1.5
020385	020983	1.5
003598	027511	1.5
008801	039687	1.5
003584	023913	1.5
016438	019462	1.5
031454	038566	1.5
016877	004175	1.5
003556	000347	1.5
003549	027133	1.5
031493	036988	1.5
020299	031443	1.5
008791	029126	1.5
020299	015921	1.5
008791	016343	1.5
031548	031548	1.5
017108	038074	1.5
031157	025433	1.5
015893	010647	1.5
008487	000149	1.5
015971	027348	1.5
003315	014856	1.5
032299	035847	1.5
017376	005733	1.5
019462	037801	1.5
030930	001766	1.5
030930	008872	1.5
035487	011123	1.5
008533	008533	1.5
030956	003520	1.5
030956	027668	1.5
035480	006237	1.5
009865	033393	1.5
030957	018425	1.5
030957	020540	1.5
017242	023962	1.5
030969	029604	1.5
003843	030156	1.5
017417	037033	1.5
017242	023504	1.5
017422	018468	1.5
000496	001371	1.5
003266	036628	1.5
030740	026300	1.5
015893	021454	1.5
020794	031102	1.5
035570	001642	1.5
015906	010817	1.5
035555	033965	1.5
009790	016222	1.5
030844	014169	1.5
030844	033454	1.5
035522	037771	1.5
035522	019997	1.5
008471	006747	1.5
008471	024362	1.5
030874	030874	1.5
003307	030888	1.5
010290	010290	1.5
009871	001402	1.5
020493	024186	1.5
035324	026260	1.5
003422	012377	1.5
017158	028525	1.5
009911	000423	1.5
009914	000459	1.5
020600	033585	1.5
031105	007155	1.5
019642	000041	1.5
031105	016566	1.5
003723	017863	1.5
020579	009371	1.5
031105	029781	1.5
031123	004594	1.5
003707	027611	1.5
031123	030104	1.5
003707	023307	1.5
035264	025429	1.5
031145	001364	1.5
008550	030979	1.5
008550	020985	1.5
035399	026306	1.5
020635	032765	1.5
030998	037368	1.5
031007	006701	1.5
031007	013369	1.5
017211	017211	1.5
009883	039716	1.5
020686	015272	1.5
020686	007803	1.5
031037	037178	1.5
020686	007499	1.5
008902	033692	1.5
032169	012220	1.5
035341	033876	1.5
001767	031185	1.5
008539	033428	1.5
035341	021869	1.5
032157	012485	1.5
017158	034823	1.5
017863	003276	1.5
017788	014038	1.5
029526	011520	1.5
005071	023811	1.5
014016	011553	1.5
022846	008654	1.5
005073	022926	1.5
005073	019218	1.5
011362	009453	1.5
022825	039541	1.5
011355	036323	1.5
011355	035389	1.5
037865	022825	1.5
005084	014838	1.5
005064	012637	1.5
037836	037211	1.5
022724	030020	1.5
002459	003738	1.5
022713	021032	1.5
022713	020470	1.5
018221	030545	1.5
018221	002139	1.5
033502	031980	1.5
018543	007909	1.5
007460	007799	1.5
013933	014269	1.5
005155	002745	1.5
005136	038152	1.5
005136	028716	1.5
013847	013847	1.5
005132	036704	1.5
022932	011104	1.5
009374	014399	1.5
028216	027596	1.5
000722	010713	1.5
005088	013048	1.5
000722	038857	1.5
013978	024210	1.5
013978	024251	1.5
022896	002081	1.5
037926	018292	1.5
022879	036025	1.5
022879	035789	1.5
033511	028607	1.5
002828	009748	1.5
007460	030209	1.5
028130	025001	1.5
022563	020983	1.5
037795	022846	1.5
021900	030624	1.5
000762	020549	1.5
014132	004072	1.5
028417	019744	1.5
037747	021147	1.5
022563	030438	1.5
022563	022563	1.5
022538	030438	1.5
009326	032957	1.5
037745	018629	1.5
037745	000145	1.5
022538	020983	1.5
033385	025159	1.5
028449	012679	1.5
007545	024684	1.5
028457	025686	1.5
028457	029075	1.5
018651	002905	1.5
022639	018742	1.5
007463	008611	1.5
034221	036199	1.5
007463	016713	1.5
002828	010258	1.5
009584	016396	1.5
009584	020824	1.5
033444	023668	1.5
018209	031912	1.5
018625	003479	1.5
037805	014856	1.5
018161	016309	1.5
022639	034751	1.5
005025	010619	1.5
009351	002850	1.5
033393	009865	1.5
009326	037718	1.5
022644	025243	1.5
007506	014706	1.5
007506	030311	1.5
007506	038583	1.5
005155	009964	1.5
028130	012189	1.5
033385	005161	1.5
023177	018748	1.5
007224	015758	1.5
038453	026068	1.5
038453	008413	1.5
007226	037275	1.5
007239	001681	1.5
038443	021960	1.5
027708	030513	1.5
011579	030364	1.5
011558	012853	1.5
027616	014115	1.5
013565	017440	1.5
018468	013388	1.5
009521	008774	1.5
007293	013130	1.5
011520	034715	1.5
038349	020279	1.5
038349	013230	1.5
009521	039763	1.5
007224	000819	1.5
033832	027740	1.5
034036	009531	1.5
023413	022069	1.5
002597	021175	1.5
023474	016020	1.5
033782	029562	1.5
023465	037218	1.5
023465	023863	1.5
007125	019723	1.5
011593	018727	1.5
011593	008453	1.5
002666	001059	1.5
023331	028793	1.5
013493	030350	1.5
023370	039089	1.5
023362	014871	1.5
033692	028779	1.5
038474	002296	1.5
023355	006957	1.5
033832	027714	1.5
005357	025028	1.5
002486	000151	1.5
027868	012369	1.5
028124	022778	1.5
013753	002149	1.5
000639	024730	1.5
038172	038753	1.5
028076	025357	1.5
033526	028524	1.5
000641	034523	1.5
028078	002152	1.5
009393	006433	1.5
038157	015878	1.5
013774	037211	1.5
000639	017850	1.5
028096	026182	1.5
022947	000243	1.5
005168	030511	1.5
005168	018734	1.5
028103	034426	1.5
022945	039493	1.5
013805	022755	1.5
009374	020453	1.5
033532	023093	1.5
018284	003702	1.5
038337	035116	1.5
034042	039530	1.5
038337	008359	1.5
005258	013230	1.5
034042	021583	1.5
038319	035027	1.5
038319	024102	1.5
027925	022783	1.5
023087	006607	1.5
005248	021205	1.5
027945	027910	1.5
022999	029138	1.5
007327	000321	1.5
005248	008605	1.5
027986	018016	1.5
018284	006357	1.5
011477	004332	1.5
007327	029272	1.5
007330	015033	1.5
023042	003048	1.5
022533	035920	1.5
011319	024051	1.5
037728	034243	1.5
029053	027466	1.5
022149	028694	1.5
001001	021391	1.5
022100	024652	1.5
010987	014158	1.5
007798	016950	1.5
002375	014440	1.5
014383	012493	1.5
010981	018233	1.5
028962	038168	1.5
037292	025101	1.5
029098	006030	1.5
037244	037244	1.5
033196	022217	1.5
033196	006463	1.5
037219	007835	1.5
001056	024929	1.5
022459	027687	1.5
028962	004637	1.5
014237	005363	1.5
028847	037193	1.5
004891	006072	1.5
014256	019201	1.5
014256	024820	1.5
014256	034346	1.5
033218	031964	1.5
022252	027606	1.5
028842	039515	1.5
028854	004657	1.5
004819	001261	1.5
028854	031345	1.5
033218	027237	1.5
028873	036999	1.5
028904	036370	1.5
014291	006202	1.5
014291	006571	1.5
014291	020081	1.5
004697	017585	1.5
007839	004650	1.5
007839	022972	1.5
004592	029562	1.5
004607	020140	1.5
021959	022069	1.5
034472	020983	1.5
036956	036462	1.5
036951	007361	1.5
014842	035920	1.5
014842	038929	1.5
010845	030217	1.5
007839	026254	1.5
034472	030438	1.5
007917	023519	1.5
036906	033536	1.5
036906	015240	1.5
029501	030191	1.5
017892	030416	1.5
014870	015540	1.5
004607	033098	1.5
034448	035235	1.5
034448	033284	1.5
017973	017967	1.5
007842	002422	1.5
029193	022444	1.5
014576	026318	1.5
014576	028460	1.5
007851	025364	1.5
021997	013382	1.5
007869	005653	1.5
021985	017420	1.5
029242	032461	1.5
021975	031997	1.5
033188	038677	1.5
033188	029000	1.5
014726	004372	1.5
017992	010685	1.5
014762	036856	1.5
014237	033393	1.5
008772	027862	1.5
022418	000418	1.5
018819	008767	1.5
007667	001272	1.5
028524	033526	1.5
028692	034837	1.5
037701	018375	1.5
018109	033342	1.5
004910	017833	1.5
007601	024902	1.5
034246	017543	1.5
018677	032076	1.5
028584	030336	1.5
028608	003442	1.5
037645	002672	1.5
002433	029653	1.5
033308	007695	1.5
034314	000035	1.5
007635	007635	1.5
009641	031684	1.5
002903	002726	1.5
000888	036113	1.5
004936	023926	1.5
000885	009090	1.5
000834	012076	1.5
033292	039153	1.5
018784	005989	1.5
000834	022612	1.5
028524	008528	1.5
028694	002693	1.5
034314	038472	1.5
034246	003061	1.5
002838	002838	1.5
007685	021882	1.5
022457	030231	1.5
028484	020296	1.5
034243	000012	1.5
022327	032027	1.5
000804	023537	1.5
018833	019902	1.5
034243	033479	1.5
022448	016772	1.5
028726	029765	1.5
007667	007667	1.5
011088	012803	1.5
034246	010246	1.5
022456	037573	1.5
028694	020791	1.5
033233	023014	1.5
028709	028709	1.5
000909	005026	1.5
011088	038520	1.5
000804	031618	1.5
037555	037555	1.5
023896	029213	1.4880952381
001008	022245	1.48763736264
002102	006110	1.48366910867
002102	002102	1.48366910867
033407	033407	1.48333333333
031935	013660	1.47777777778
031935	028584	1.47777777778
034475	016960	1.47619047619
030263	036257	1.47619047619
014304	009580	1.47619047619
025939	032078	1.47619047619
002276	036576	1.47619047619
023129	030496	1.47424242424
016708	024249	1.47272727273
006920	007776	1.47182539683
026192	022087	1.47102897103
032020	022238	1.46904761905
010376	005241	1.46746031746
003610	003610	1.46428571429
000178	035976	1.45833333333
008713	016950	1.45833333333
000976	002578	1.45833333333
026908	007327	1.45833333333
026080	035003	1.45833333333
003792	001323	1.45833333333
037662	023391	1.45396825397
006920	020261	1.45317460317
002191	005329	1.45238095238
002191	013897	1.45238095238
002191	028889	1.45238095238
015506	008440	1.45238095238
002191	029605	1.45238095238
029232	031984	1.45
032810	021476	1.45
028496	005708	1.45
031593	038594	1.45
015758	007995	1.45
016036	038930	1.45
036468	015569	1.45
016036	012946	1.45
019470	030231	1.45
033789	018527	1.45
032485	020151	1.45
016036	016036	1.45
009557	026143	1.45
004576	021103	1.45
016036	021786	1.45
028496	023129	1.45
010311	031669	1.45
039071	036277	1.45
011912	006116	1.45
039071	004936	1.45
010635	005400	1.45
011912	011742	1.45
038356	013374	1.45
038356	009058	1.45
038356	007978	1.45
006920	013493	1.44801587302
026649	005189	1.44722222222
026649	004304	1.44722222222
026649	024942	1.44722222222
026649	012915	1.44722222222
026649	006501	1.44722222222
026649	026626	1.44722222222
011906	018709	1.44444444444
011412	009790	1.44444444444
031888	001405	1.44444444444
032810	012545	1.44444444444
016708	016155	1.43939393939
018841	028660	1.4380952381
014845	022245	1.43333333333
036771	037996	1.43333333333
005582	029535	1.43333333333
030058	018954	1.43333333333
036771	037107	1.43333333333
036771	022444	1.43333333333
023651	014993	1.43333333333
030058	026549	1.43333333333
000243	001102	1.43333333333
023651	034782	1.43333333333
030058	013392	1.43333333333
013402	022766	1.43333333333
013402	029809	1.43333333333
005883	024415	1.42857142857
034430	023811	1.42619047619
006760	013358	1.42619047619
023129	015569	1.42619047619
015758	020718	1.42136752137
006823	004912	1.41666666667
029026	024019	1.41666666667
021957	011679	1.41666666667
020470	022713	1.41666666667
011637	016041	1.41666666667
007501	005005	1.41666666667
003614	024905	1.41666666667
003614	003614	1.41666666667
003614	013696	1.41666666667
003614	016177	1.41666666667
003614	018324	1.41666666667
003614	039635	1.41666666667
020406	002285	1.41666666667
019997	010455	1.41666666667
013718	005550	1.41666666667
039474	039625	1.41666666667
039474	036549	1.41666666667
007090	025814	1.41666666667
022724	021210	1.41666666667
018352	019449	1.41666666667
023896	022733	1.41666666667
033380	027710	1.41666666667
021781	021781	1.41511544012
014155	015235	1.41071428571
018839	012593	1.40476190476
033468	036553	1.4
007385	038337	1.4
033468	024321	1.4
033468	030576	1.4
026465	034215	1.4
004131	030845	1.4
013631	030106	1.4
001307	009941	1.4
004131	032596	1.4
005034	020956	1.4
002856	034269	1.4
001307	016927	1.4
024225	014155	1.4
025162	028383	1.4
024878	018902	1.4
012804	007385	1.4
016803	035959	1.4
024225	002855	1.4
011192	019002	1.4
001307	009739	1.4
024878	031253	1.4
004131	008861	1.4
007014	007014	1.4
005034	028460	1.4
004131	004131	1.4
004131	001700	1.4
007014	030501	1.4
007014	022022	1.4
021384	026192	1.4
024878	029684	1.4
024878	008729	1.4
019449	018352	1.4
007014	017720	1.4
016803	026526	1.4
019975	026809	1.4
024249	012644	1.4
020112	008442	1.4
029098	038571	1.4
039508	031825	1.4
039508	027275	1.4
031411	037015	1.4
003442	023620	1.4
033832	020713	1.4
039508	020198	1.4
031975	033887	1.4
001307	001307	1.4
011100	021415	1.4
025614	030245	1.4
003442	007385	1.4
002856	026022	1.4
011100	032523	1.4
013631	016266	1.4
025614	004065	1.4
025614	020081	1.4
006697	000369	1.4
035803	029591	1.39682539683
038913	036489	1.39285714286
019019	030075	1.39285714286
007745	029026	1.39285714286
034140	000243	1.39285714286
013452	011618	1.39166666667
017065	006407	1.38888888889
017065	009871	1.38888888889
014087	014087	1.38571428571
014087	037847	1.38571428571
037503	035930	1.38571428571
000685	038077	1.38333333333
015758	016215	1.38162393162
001751	013378	1.37619047619
001751	002484	1.37619047619
001751	024047	1.37619047619
002885	026733	1.375
018413	002835	1.375
002234	023319	1.375
018413	008536	1.375
002234	019103	1.375
002234	002234	1.375
002234	002204	1.375
018413	035350	1.375
015407	021169	1.375
018413	031761	1.375
018413	028825	1.375
020718	000171	1.375
020394	028584	1.375
018413	028441	1.375
018413	025399	1.375
018413	018413	1.375
038746	028875	1.375
038746	030438	1.375
036847	029461	1.37272727273
034910	010095	1.36985236985
008810	013880	1.36666666667
022100	000734	1.36666666667
019604	012065	1.36666666667
004410	009291	1.36666666667
009359	003841	1.36666666667
009359	005112	1.36666666667
012684	028224	1.36666666667
022626	003702	1.36666666667
028121	005373	1.36666666667
000143	012130	1.36344211344
031411	018917	1.36111111111
002815	018825	1.35757575758
008442	034888	1.35238095238
008442	012595	1.35238095238
001559	001559	1.35
009155	012504	1.35
009155	028141	1.35
009155	010579	1.35
009320	004844	1.35
008975	000685	1.35
032810	003450	1.35
012644	024249	1.35
015514	036396	1.34285714286
015514	018190	1.34285714286
003442	029026	1.34285714286
015514	037503	1.34285714286
015514	001115	1.34285714286
015514	015514	1.34285714286
015514	035930	1.34285714286
006335	033817	1.34090909091
022651	006688	1.34090909091
006335	020152	1.34090909091
000819	023019	1.33333333333
013603	012980	1.33333333333
018782	033274	1.33333333333
011121	030767	1.33333333333
012251	016088	1.33333333333
011610	006457	1.33333333333
011140	036899	1.33333333333
022390	031682	1.33333333333
014212	023775	1.33333333333
012251	015769	1.33333333333
009320	002955	1.33333333333
018351	036091	1.33333333333
018089	013931	1.33333333333
018351	001487	1.33333333333
018352	037107	1.33333333333
018375	039473	1.33333333333
011537	022024	1.33333333333
018432	008823	1.33333333333
018375	029322	1.33333333333
025272	032829	1.33333333333
013406	002856	1.33333333333
007179	037334	1.33333333333
018406	008515	1.33333333333
013489	024125	1.33333333333
022359	011886	1.33333333333
022333	013722	1.33333333333
018406	018406	1.33333333333
025272	022729	1.33333333333
013489	015632	1.33333333333
011610	000351	1.33333333333
013406	026022	1.33333333333
009612	019212	1.33333333333
009395	030565	1.33333333333
018199	005912	1.33333333333
007482	007482	1.33333333333
014081	014081	1.33333333333
014081	014649	1.33333333333
014081	015175	1.33333333333
022651	006720	1.33333333333
012210	009073	1.33333333333
023808	007409	1.33333333333
018225	014704	1.33333333333
006414	032506	1.33333333333
018126	039469	1.33333333333
014081	022373	1.33333333333
014081	032412	1.33333333333
011321	021022	1.33333333333
014081	037493	1.33333333333
007434	039187	1.33333333333
012223	012695	1.33333333333
013697	010427	1.33333333333
025151	018261	1.33333333333
013697	037833	1.33333333333
018096	037403	1.33333333333
007534	028578	1.33333333333
013717	008701	1.33333333333
009612	016648	1.33333333333
009578	015848	1.33333333333
013387	032472	1.33333333333
018261	021205	1.33333333333
014212	007385	1.33333333333
022990	007063	1.33333333333
014212	005025	1.33333333333
025086	019440	1.33333333333
014003	011062	1.33333333333
009365	007993	1.33333333333
018014	034479	1.33333333333
017782	036579	1.33333333333
018853	010246	1.33333333333
018871	007484	1.33333333333
016046	016046	1.33333333333
009892	029016	1.33333333333
009892	006029	1.33333333333
009892	002064	1.33333333333
020635	038444	1.33333333333
010284	000733	1.33333333333
019529	024360	1.33333333333
019529	022847	1.33333333333
019499	025402	1.33333333333
019499	003396	1.33333333333
020670	032383	1.33333333333
012714	010327	1.33333333333
008537	029607	1.33333333333
011931	021497	1.33333333333
020709	018261	1.33333333333
009865	038694	1.33333333333
009865	036320	1.33333333333
020709	025151	1.33333333333
015995	031589	1.33333333333
015995	017830	1.33333333333
006711	039695	1.33333333333
020718	007385	1.33333333333
017376	021863	1.33333333333
017376	024195	1.33333333333
020718	017073	1.33333333333
020792	002486	1.33333333333
006760	012470	1.33333333333
020880	008742	1.33333333333
010354	025309	1.33333333333
008572	015153	1.33333333333
016088	001056	1.33333333333
020617	023861	1.33333333333
016347	020569	1.33333333333
012000	027906	1.33333333333
016698	011333	1.33333333333
020240	007372	1.33333333333
016599	016948	1.33333333333
020279	013230	1.33333333333
012637	005064	1.33333333333
008675	007083	1.33333333333
010157	025054	1.33333333333
024573	009816	1.33333333333
020390	005383	1.33333333333
020016	017109	1.33333333333
016390	016050	1.33333333333
016347	024204	1.33333333333
024625	026401	1.33333333333
020617	009365	1.33333333333
019970	029053	1.33333333333
016347	011687	1.33333333333
019900	013855	1.33333333333
009982	007577	1.33333333333
012104	034252	1.33333333333
016256	016256	1.33333333333
024249	008886	1.33333333333
017072	017615	1.33333333333
019708	016599	1.33333333333
020487	025575	1.33333333333
019672	029969	1.33333333333
020489	020007	1.33333333333
024237	016808	1.33333333333
019378	012651	1.33333333333
009773	009521	1.33333333333
024151	032967	1.33333333333
018899	022832	1.33333333333
015340	025778	1.33333333333
023982	027959	1.33333333333
015291	011905	1.33333333333
021819	003331	1.33333333333
021819	020520	1.33333333333
008036	026533	1.33333333333
009217	018636	1.33333333333
017793	011484	1.33333333333
017793	033449	1.33333333333
017793	034749	1.33333333333
018910	029904	1.33333333333
011776	038737	1.33333333333
018899	032198	1.33333333333
011776	027597	1.33333333333
009697	024115	1.33333333333
021882	006105	1.33333333333
014856	037805	1.33333333333
014856	034523	1.33333333333
021946	009998	1.33333333333
011742	035985	1.33333333333
021975	006154	1.33333333333
011742	006116	1.33333333333
014729	030137	1.33333333333
013184	008577	1.33333333333
013184	016884	1.33333333333
024976	000778	1.33333333333
023894	016592	1.33333333333
018014	032816	1.33333333333
010717	000178	1.33333333333
015402	015402	1.33333333333
024151	023277	1.33333333333
024815	029359	1.33333333333
024151	021261	1.33333333333
019353	032073	1.33333333333
019353	014340	1.33333333333
019341	030365	1.33333333333
024804	002966	1.33333333333
012804	023620	1.33333333333
011903	032693	1.33333333333
011903	023058	1.33333333333
008400	008400	1.33333333333
021079	022040	1.33333333333
021079	039228	1.33333333333
021148	008118	1.33333333333
021148	010462	1.33333333333
012925	026744	1.33333333333
021662	021662	1.33333333333
008280	029225	1.33333333333
015675	001947	1.33333333333
008280	008603	1.33333333333
024861	022147	1.33333333333
012929	007501	1.33333333333
021222	021222	1.33333333333
015569	007090	1.33333333333
009076	006306	1.33333333333
012152	011849	1.33333333333
015526	001101	1.33333333333
017728	001996	1.33333333333
017728	027836	1.33333333333
017743	014310	1.33333333333
011610	019173	1.33333333333
026609	027990	1.33333333333
034394	009758	1.33333333333
037563	029285	1.33333333333
032737	027718	1.33333333333
025814	007090	1.33333333333
025814	024019	1.33333333333
035781	015540	1.33333333333
036847	012539	1.33333333333
003738	035981	1.33333333333
003738	002459	1.33333333333
031100	009169	1.33333333333
026961	023609	1.33333333333
032469	012120	1.33333333333
028441	030805	1.33333333333
032451	006051	1.33333333333
028470	028470	1.33333333333
037631	027479	1.33333333333
029624	023904	1.33333333333
003307	036122	1.33333333333
036847	015160	1.33333333333
031105	034128	1.33333333333
028608	008539	1.33333333333
028608	018261	1.33333333333
006185	023809	1.33333333333
006185	023081	1.33333333333
001178	033104	1.33333333333
025896	019388	1.33333333333
028646	030565	1.33333333333
025916	020956	1.33333333333
005767	008810	1.33333333333
032737	038612	1.33333333333
032737	039564	1.33333333333
038768	003442	1.33333333333
004039	001901	1.33333333333
005198	025421	1.33333333333
028076	026274	1.33333333333
030496	016613	1.33333333333
001211	028602	1.33333333333
005182	019423	1.33333333333
029633	013297	1.33333333333
028113	039543	1.33333333333
000336	033745	1.33333333333
000252	001052	1.33333333333
000126	014267	1.33333333333
004039	027415	1.33333333333
033104	001178	1.33333333333
004517	018352	1.33333333333
003843	037633	1.33333333333
029633	004468	1.33333333333
002986	002986	1.33333333333
002045	009697	1.33333333333
032894	020971	1.33333333333
032859	008009	1.33333333333
028379	004967	1.33333333333
028385	032281	1.33333333333
028385	034120	1.33333333333
030767	006347	1.33333333333
032826	019918	1.33333333333
035919	008296	1.33333333333
038768	018261	1.33333333333
025916	033661	1.33333333333
028818	004365	1.33333333333
039485	014463	1.33333333333
032232	005715	1.33333333333
006102	038203	1.33333333333
006102	018516	1.33333333333
001177	012750	1.33333333333
031469	016165	1.33333333333
026787	038994	1.33333333333
031469	016931	1.33333333333
026103	013603	1.33333333333
000184	035333	1.33333333333
026787	035471	1.33333333333
026787	023224	1.33333333333
037227	010041	1.33333333333
026112	026680	1.33333333333
006085	038530	1.33333333333
006085	023536	1.33333333333
026112	035264	1.33333333333
026122	028793	1.33333333333
031511	008187	1.33333333333
026122	035197	1.33333333333
001881	003533	1.33333333333
031525	014396	1.33333333333
003520	032046	1.33333333333
037176	024232	1.33333333333
031684	009641	1.33333333333
029481	019363	1.33333333333
031786	031786	1.33333333333
026740	021532	1.33333333333
039011	023767	1.33333333333
032020	003013	1.33333333333
001177	015264	1.33333333333
026050	022856	1.33333333333
001008	001541	1.33333333333
028818	039386	1.33333333333
000998	013278	1.33333333333
000998	014779	1.33333333333
006154	021975	1.33333333333
036852	026936	1.33333333333
039306	000342	1.33333333333
037329	021592	1.33333333333
031201	032086	1.33333333333
001928	004699	1.33333333333
037326	010752	1.33333333333
001742	035988	1.33333333333
028886	034391	1.33333333333
038896	038896	1.33333333333
026050	021180	1.33333333333
003422	024277	1.33333333333
003422	032810	1.33333333333
003422	032842	1.33333333333
037292	037958	1.33333333333
003422	037178	1.33333333333
031351	018514	1.33333333333
037292	017569	1.33333333333
003602	019016	1.33333333333
003602	008019	1.33333333333
001177	037260	1.33333333333
026050	017446	1.33333333333
038938	003099	1.33333333333
000252	000925	1.33333333333
031786	005025	1.33333333333
039508	005548	1.33333333333
038357	015569	1.33333333333
036237	001364	1.33333333333
038472	029562	1.33333333333
038637	034394	1.33333333333
027642	030608	1.33333333333
029977	027818	1.33333333333
004152	024315	1.33333333333
001541	001196	1.33333333333
036806	006402	1.33333333333
038402	009282	1.33333333333
029908	035345	1.33333333333
036724	020832	1.33333333333
000600	008330	1.33333333333
036724	026097	1.33333333333
038601	031995	1.33333333333
005279	038366	1.33333333333
035041	032608	1.33333333333
027860	016698	1.33333333333
029900	011637	1.33333333333
033755	034199	1.33333333333
001304	020953	1.33333333333
033703	019639	1.33333333333
005272	018405	1.33333333333
036746	000694	1.33333333333
038256	038256	1.33333333333
036746	016491	1.33333333333
036746	026619	1.33333333333
036237	032144	1.33333333333
039701	006560	1.33333333333
002699	030977	1.33333333333
002429	001031	1.33333333333
034426	026182	1.33333333333
036449	033500	1.33333333333
005919	002118	1.33333333333
006343	033325	1.33333333333
034280	013774	1.33333333333
036520	029811	1.33333333333
026556	013205	1.33333333333
034280	000457	1.33333333333
005514	000929	1.33333333333
005514	003596	1.33333333333
030237	009055	1.33333333333
030237	030237	1.33333333333
026550	028419	1.33333333333
038601	021595	1.33333333333
030237	039668	1.33333333333
005454	028676	1.33333333333
030240	009667	1.33333333333
027511	003598	1.33333333333
030240	010729	1.33333333333
027511	003867	1.33333333333
002452	029190	1.33333333333
000418	019373	1.33333333333
027511	028743	1.33333333333
029991	031652	1.33333333333
029991	009230	1.33333333333
038474	037524	1.33333333333
030380	000895	1.33333333333
038407	020861	1.33333333333
030421	038665	1.33333333333
033411	029763	1.33333333333
002726	002903	1.33333333333
033385	037283	1.33333333333
038737	037184	1.33333333333
038162	018221	1.33333333333
038084	019252	1.33333333333
033428	007090	1.33333333333
038737	011776	1.33333333333
033465	009516	1.33333333333
002699	032608	1.33333333333
038162	030545	1.33333333333
030399	000478	1.33333333333
028036	027009	1.33333333333
004469	009719	1.33333333333
028036	021044	1.33333333333
030464	009672	1.33333333333
018527	006316	1.325
026118	023767	1.325
029624	018352	1.32222222222
026649	013634	1.32222222222
029624	028635	1.32222222222
029624	027076	1.3170995671
022250	014310	1.31666666667
035241	024756	1.31313131313
024214	032810	1.31111111111
