Age,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
23,0.780032637597,0.733843644876,0.753525106729,0.758203347953,0.755543524103,0.770765617773,0.783712504795,0.797990923178,0.808258281528,0.825548443189,0.845800874485,0.859463582733,0.875449767189,0.887095795122,0.902850614829,0.916720371317,0.931710621395,0.94630823511,0.958604907075,0.971844947146,0.978924917446,0.98658663564,0.990969722404,1.0,0.992212923747,0.988251392302,0.9816434137,0.973786378906,0.962695366748,0.956908656292,0.948492007485,0.943827404306,0.932899545523,0.921886193106,0.911775466225,0.917461074486,0.893821855777,0.890571084225,0.886396167997,0.889296182048
24,0.789777499203,0.750433140963,0.769307667204,0.769507958286,0.76336004765,0.781282033702,0.792775037927,0.811289757053,0.818631466629,0.833746508712,0.849421813675,0.86006990019,0.873750264244,0.882879049023,0.897005504013,0.910559597096,0.923726809091,0.9379048165,0.951249694184,0.962967511014,0.97049205188,0.979704607261,0.986557447791,0.992212923747,1.0,0.992127898039,0.988374609855,0.981361757855,0.973673750537,0.966217320043,0.958431062939,0.953240036392,0.945387147315,0.93457906309,0.926075014262,0.931914775015,0.91564870427,0.911150539802,0.909355618368,0.912922960675
25,0.788532139698,0.74683303568,0.764400891133,0.7551847791,0.748850970436,0.769355486278,0.780762897468,0.798041772234,0.808820731098,0.821002281858,0.840211717451,0.852017865274,0.866874738302,0.874577860885,0.889348293662,0.903529638565,0.916596570988,0.930696660668,0.943609590107,0.954513054631,0.962561883353,0.973948485294,0.980816409678,0.988251392302,0.992127898039,1.0,0.991831648538,0.986810676354,0.980688740281,0.97446965306,0.967525610711,0.962292834596,0.953756454421,0.948220996508,0.939292527476,0.943220713638,0.928425620722,0.924299772799,0.921492509017,0.929020629241
26,0.794737012569,0.752349966234,0.770122303789,0.760523096254,0.749755414064,0.769437645453,0.783360141164,0.793939223862,0.803510457904,0.819263557665,0.838794936527,0.848817215568,0.860996528772,0.868525648046,0.882200875459,0.895898671914,0.905355019198,0.919093202612,0.933852129621,0.945063863072,0.952753192827,0.965307178118,0.972374600655,0.9816434137,0.988374609855,0.991831648538,1.0,0.992136124213,0.988048342551,0.983023794608,0.977201664077,0.971625554597,0.965278169984,0.960701450128,0.952524362673,0.957180601811,0.944799924576,0.933328453426,0.928433276948,0.929623364921
27,0.801950747132,0.75739824684,0.775658573812,0.767523937905,0.75594441624,0.773890945398,0.781950668068,0.790120124763,0.797688668312,0.811247090008,0.831970115511,0.83619395572,0.848448974448,0.854974058201,0.869016430764,0.881841691152,0.892926844824,0.907851743902,0.922339444933,0.933882284845,0.942362402004,0.956215878585,0.961705033767,0.973786378906,0.981361757855,0.986810676354,0.992136124213,1.0,0.991051270086,0.988421400399,0.984120236013,0.977650922699,0.970894045632,0.968867851563,0.960275929252,0.961137626222,0.951701593034,0.937286738482,0.939104727701,0.937750114869
28,0.789457992435,0.736578331355,0.756732446718,0.751208956615,0.733494080995,0.75753242259,0.761016128095,0.7714406159,0.779969828904,0.789287139019,0.81122769363,0.815284012863,0.826185293918,0.833659922734,0.850645867344,0.863807215399,0.875938184333,0.892513458011,0.907358208383,0.920274423149,0.928848849992,0.945549874955,0.9504996473,0.962695366748,0.973673750537,0.980688740281,0.988048342551,0.991051270086,1.0,0.992148208762,0.989104203087,0.98407826873,0.978884205257,0.973572018146,0.965797972259,0.968101068394,0.957035054376,0.947921825777,0.943831486486,0.936617990932
29,0.79310768229,0.745595743984,0.758877575365,0.754702136048,0.735344669751,0.758441527347,0.759244183998,0.767255682639,0.772139833442,0.787256437171,0.804862435159,0.805387741558,0.817815249558,0.823449642732,0.842313472505,0.856659447823,0.86849650736,0.886009083517,0.898611224471,0.913367870102,0.921038936893,0.937293096603,0.942509214372,0.956908656292,0.966217320043,0.97446965306,0.983023794608,0.988421400399,0.992148208762,1.0,0.991737799096,0.989373427153,0.982975111586,0.980154604292,0.973120486265,0.973937385775,0.962027964624,0.948990680129,0.949731178592,0.943885038023
30,0.791771896339,0.752229541004,0.761779725008,0.755696724044,0.727677284415,0.750969235853,0.748735951149,0.760054681862,0.762339178495,0.783017979082,0.800526240632,0.801581293577,0.816202587303,0.820135552534,0.83725077565,0.856189171558,0.864151630021,0.881322240214,0.893595807087,0.906206008391,0.917067994681,0.929018945815,0.935476327529,0.948492007485,0.958431062939,0.967525610711,0.977201664077,0.984120236013,0.989104203087,0.991737799096,1.0,0.990556571323,0.98879624961,0.98443323717,0.979309120618,0.978017232193,0.96699154503,0.953824225791,0.951960971999,0.943199001183
31,0.794068117535,0.754438342546,0.756821214227,0.768409002383,0.746516236485,0.767140602735,0.768806452698,0.770868365941,0.768336581084,0.792422785029,0.802657034075,0.802591037314,0.816722275344,0.825783513015,0.838750722555,0.855105656876,0.865094973915,0.879821011623,0.895655812626,0.907415924254,0.914790144322,0.924731473226,0.930937531081,0.943827404306,0.953240036392,0.962292834596,0.971625554597,0.977650922699,0.98407826873,0.989373427153,0.990556571323,1.0,0.991235565897,0.987351720235,0.983873962233,0.982574989335,0.973435578339,0.964193529679,0.959484615824,0.951473168463
32,0.79730234404,0.759278008646,0.761793876949,0.768921007481,0.751073126795,0.768158611473,0.761946863017,0.773635285771,0.765324150207,0.787715357211,0.799818824644,0.804917894721,0.808604052263,0.815893203819,0.826247854241,0.844354138014,0.851289518533,0.864727259082,0.878354508734,0.891281342172,0.899947089102,0.909663697147,0.917953845982,0.932899545523,0.945387147315,0.953756454421,0.965278169984,0.970894045632,0.978884205257,0.982975111586,0.98879624961,0.991235565897,1.0,0.99134970476,0.988760541477,0.986959714092,0.980067775092,0.972435778406,0.967707562688,0.96068779965
33,0.792431430348,0.752848911273,0.753830281374,0.765906743881,0.76763162204,0.777248280824,0.77599913953,0.789064859642,0.782584597331,0.802639279525,0.816153341181,0.809001307001,0.817012427377,0.819394298254,0.823264747864,0.839074518691,0.843930172447,0.854969612527,0.868669949191,0.880554557667,0.887933988861,0.898884700969,0.907367834545,0.921886193106,0.93457906309,0.948220996508,0.960701450128,0.968867851563,0.973572018146,0.980154604292,0.98443323717,0.987351720235,0.99134970476,1.0,0.992444052428,0.99093841319,0.987053446661,0.978667375706,0.972711914695,0.967680170882
34,0.782391297758,0.757953222733,0.762213804514,0.769217776342,0.775598823937,0.782422025054,0.772168766694,0.793495302125,0.778290646165,0.80235031111,0.815186299548,0.80858194413,0.814874112253,0.817049704719,0.825901985391,0.838394730615,0.835828566614,0.845027570733,0.854075201773,0.866843279936,0.875668093314,0.888456371808,0.896628119795,0.911775466225,0.926075014262,0.939292527476,0.952524362673,0.960275929252,0.965797972259,0.973120486265,0.979309120618,0.983873962233,0.988760541477,0.992444052428,1.0,0.993866309451,0.988763021222,0.981319909329,0.978384134072,0.973176492221
35,0.772733827377,0.761049819594,0.769854223586,0.773687352875,0.786624586719,0.791581041205,0.790547204277,0.792912945295,0.783672775035,0.805867913809,0.815941279966,0.812661984426,0.818964955958,0.822246678854,0.829750801705,0.841909734863,0.845149303153,0.855534405734,0.865261439518,0.877719105956,0.8847311611,0.89885554262,0.907304524857,0.917461074486,0.931914775015,0.943220713638,0.957180601811,0.961137626222,0.968101068394,0.973937385775,0.978017232193,0.982574989335,0.986959714092,0.99093841319,0.993866309451,1.0,0.992337201169,0.985819798556,0.983638061166,0.973634737857
36,0.74611520703,0.738599076379,0.744372760752,0.751241667573,0.747860880547,0.75803908952,0.761521983967,0.773492868485,0.759580845126,0.788070321673,0.802201056225,0.798190562576,0.797805572358,0.807027628617,0.814614974736,0.824680899653,0.833641720058,0.836869923691,0.846214614635,0.8572558891,0.863307067473,0.876522916465,0.886530755784,0.893821855777,0.91564870427,0.928425620722,0.944799924576,0.951701593034,0.957035054376,0.962027964624,0.96699154503,0.973435578339,0.980067775092,0.987053446661,0.988763021222,0.992337201169,1.0,0.990980568876,0.989147377497,0.982023930133
37,0.720971707285,0.71229138446,0.71524970556,0.730357557968,0.724081255332,0.740731552722,0.737157110349,0.756129255179,0.73589095202,0.781134638429,0.793697362994,0.801659593987,0.806379736427,0.817626775807,0.821883092656,0.830810435192,0.834911842442,0.834059383661,0.837398083229,0.852222973108,0.855619768262,0.869547554332,0.878825759926,0.890571084225,0.911150539802,0.924299772799,0.933328453426,0.937286738482,0.947921825777,0.948990680129,0.953824225791,0.964193529679,0.972435778406,0.978667375706,0.981319909329,0.985819798556,0.990980568876,1.0,0.991196003056,0.983460448603
38,0.714806065167,0.697415245061,0.695186097875,0.710078415903,0.723079009699,0.735822326156,0.724549871439,0.743900422086,0.718664107649,0.768684859832,0.784178069904,0.787726856582,0.791109272995,0.809647284861,0.817399720578,0.829891087574,0.830469038581,0.829715159318,0.832359207073,0.844863192129,0.849767749236,0.865283893818,0.876936815421,0.886396167997,0.909355618368,0.921492509017,0.928433276948,0.939104727701,0.943831486486,0.949731178592,0.951960971999,0.959484615824,0.967707562688,0.972711914695,0.978384134072,0.983638061166,0.989147377497,0.991196003056,1.0,0.989160047696
39,0.682674332517,0.667181124447,0.664713509895,0.684979361431,0.688145764899,0.723604517302,0.703656790877,0.7398340983,0.714662675362,0.771635040058,0.782540622761,0.785815665731,0.795212726209,0.809155445941,0.821128784228,0.837114926662,0.82914631683,0.830474283805,0.836886233023,0.854823568184,0.853065057553,0.872313532598,0.887290099459,0.889296182048,0.912922960675,0.929020629241,0.929623364921,0.937750114869,0.936617990932,0.943885038023,0.943199001183,0.951473168463,0.96068779965,0.967680170882,0.973176492221,0.973634737857,0.982023930133,0.983460448603,0.989160047696,1.0
