Age,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,1.0,0.897801293331,0.84182502419,0.79504228996,0.760460198165,0.732876720718,0.713085945449,0.703124352677,0.68555900073,0.684910458203,0.687403246592,0.68024913177,0.686569158766,0.695214358438,0.704506790309,0.71625191671,0.734486713414,0.737263263512,0.758076922177,0.763371732408,0.763633272881,0.770610788852,0.76923381089,0.780032637597,0.789777499203,0.788532139698,0.794737012569,0.801950747132,0.789457992435,0.79310768229,0.791771896339,0.794068117535,0.79730234404,0.792431430348,0.782391297758,0.772733827377,0.74611520703,0.720971707285,0.714806065167,0.682674332517
1,0.897801293331,1.0,0.930808558998,0.891698887906,0.852127470736,0.818258506822,0.790892047467,0.768029255995,0.745670663729,0.734376284847,0.727007153422,0.714363115352,0.716163838172,0.715845084513,0.717265025363,0.71446346798,0.726863000126,0.722990198176,0.738187628223,0.735633856991,0.728155219345,0.73236821961,0.726838929887,0.733843644876,0.750433140963,0.74683303568,0.752349966234,0.75739824684,0.736578331355,0.745595743984,0.752229541004,0.754438342546,0.759278008646,0.752848911273,0.757953222733,0.761049819594,0.738599076379,0.71229138446,0.697415245061,0.667181124447
2,0.84182502419,0.930808558998,1.0,0.949600950918,0.916394647781,0.88457852691,0.852214848997,0.827832637125,0.80324336732,0.786307966436,0.774970740315,0.762835416638,0.759791739386,0.756785121829,0.752921263516,0.747818803057,0.758267597416,0.755716383956,0.762997104876,0.760145153927,0.751843664093,0.751763937958,0.74701529981,0.753525106729,0.769307667204,0.764400891133,0.770122303789,0.775658573812,0.756732446718,0.758877575365,0.761779725008,0.756821214227,0.761793876949,0.753830281374,0.762213804514,0.769854223586,0.744372760752,0.71524970556,0.695186097875,0.664713509895
3,0.79504228996,0.891698887906,0.949600950918,1.0,0.958548182791,0.936556471891,0.909357338358,0.882250889378,0.856198945383,0.834739259461,0.818406592464,0.804888998302,0.799045765088,0.792570943104,0.783508023527,0.774366231488,0.774577125696,0.771139409402,0.776082849063,0.771188460538,0.762595709044,0.757347728563,0.746360826214,0.758203347953,0.769507958286,0.7551847791,0.760523096254,0.767523937905,0.751208956615,0.754702136048,0.755696724044,0.768409002383,0.768921007481,0.765906743881,0.769217776342,0.773687352875,0.751241667573,0.730357557968,0.710078415903,0.684979361431
4,0.760460198165,0.852127470736,0.916394647781,0.958548182791,1.0,0.966833188045,0.946075602565,0.921008092492,0.896621906821,0.874004571443,0.854632733004,0.839565375581,0.828402288331,0.821238748523,0.809054967679,0.794851438586,0.794218269061,0.786451821827,0.78729050403,0.777980435458,0.766412231249,0.758383417896,0.745015209316,0.755543524103,0.76336004765,0.748850970436,0.749755414064,0.75594441624,0.733494080995,0.735344669751,0.727677284415,0.746516236485,0.751073126795,0.76763162204,0.775598823937,0.786624586719,0.747860880547,0.724081255332,0.723079009699,0.688145764899
5,0.732876720718,0.818258506822,0.88457852691,0.936556471891,0.966833188045,1.0,0.974057622975,0.955568394226,0.933508588262,0.911517258487,0.891673571599,0.874913621359,0.862228570329,0.851289399044,0.837116757714,0.821091191332,0.818084655919,0.810456915801,0.810398391053,0.801790864452,0.78932632292,0.778937027533,0.767791900652,0.770765617773,0.781282033702,0.769355486278,0.769437645453,0.773890945398,0.75753242259,0.758441527347,0.750969235853,0.767140602735,0.768158611473,0.777248280824,0.782422025054,0.791581041205,0.75803908952,0.740731552722,0.735822326156,0.723604517302
6,0.713085945449,0.790892047467,0.852214848997,0.909357338358,0.946075602565,0.974057622975,1.0,0.976403809174,0.961329724284,0.941629503092,0.921181779213,0.905143051828,0.891952078949,0.880082496384,0.86645712661,0.851068648965,0.845110188479,0.83808722256,0.833456665923,0.82223345242,0.804916731845,0.792192637615,0.78045473909,0.783712504795,0.792775037927,0.780762897468,0.783360141164,0.781950668068,0.761016128095,0.759244183998,0.748735951149,0.768806452698,0.761946863017,0.77599913953,0.772168766694,0.790547204277,0.761521983967,0.737157110349,0.724549871439,0.703656790877
7,0.703124352677,0.768029255995,0.827832637125,0.882250889378,0.921008092492,0.955568394226,0.976403809174,1.0,0.978367788711,0.964858601623,0.946081308675,0.931119227155,0.917535305471,0.904847220868,0.890606183585,0.875674492168,0.871857894585,0.861150894736,0.853812277609,0.841099554598,0.819715369794,0.806164944917,0.796270498419,0.797990923178,0.811289757053,0.798041772234,0.793939223862,0.790120124763,0.7714406159,0.767255682639,0.760054681862,0.770868365941,0.773635285771,0.789064859642,0.793495302125,0.792912945295,0.773492868485,0.756129255179,0.743900422086,0.7398340983
8,0.68555900073,0.745670663729,0.80324336732,0.856198945383,0.896621906821,0.933508588262,0.961329724284,0.978367788711,1.0,0.98217359857,0.968508526033,0.955620024324,0.942189891236,0.929245416207,0.914435665875,0.90128343202,0.894736417719,0.884088113576,0.870461344949,0.858021421224,0.834668494204,0.821389484743,0.809569350311,0.808258281528,0.818631466629,0.808820731098,0.803510457904,0.797688668312,0.779969828904,0.772139833442,0.762339178495,0.768336581084,0.765324150207,0.782584597331,0.778290646165,0.783672775035,0.759580845126,0.73589095202,0.718664107649,0.714662675362
9,0.684910458203,0.734376284847,0.786307966436,0.834739259461,0.874004571443,0.911517258487,0.941629503092,0.964858601623,0.98217359857,1.0,0.983905229791,0.97435476712,0.962413155607,0.949237335429,0.936236935855,0.922485003002,0.917186616442,0.906483873466,0.893807038248,0.879051669415,0.856882624488,0.845644544973,0.832305436397,0.825548443189,0.833746508712,0.821002281858,0.819263557665,0.811247090008,0.789287139019,0.787256437171,0.783017979082,0.792422785029,0.787715357211,0.802639279525,0.80235031111,0.805867913809,0.788070321673,0.781134638429,0.768684859832,0.771635040058
10,0.687403246592,0.727007153422,0.774970740315,0.818406592464,0.854632733004,0.891673571599,0.921181779213,0.946081308675,0.968508526033,0.983905229791,1.0,0.986002780976,0.976725231675,0.964435980697,0.952937204463,0.939562294384,0.932981271956,0.921365892763,0.908327815856,0.893966789157,0.8710123012,0.860051520851,0.849132942976,0.845800874485,0.849421813675,0.840211717451,0.838794936527,0.831970115511,0.81122769363,0.804862435159,0.800526240632,0.802657034075,0.799818824644,0.816153341181,0.815186299548,0.815941279966,0.802201056225,0.793697362994,0.784178069904,0.782540622761
11,0.68024913177,0.714363115352,0.762835416638,0.804888998302,0.839565375581,0.874913621359,0.905143051828,0.931119227155,0.955620024324,0.97435476712,0.986002780976,1.0,0.987878332303,0.979773394507,0.970142484514,0.95967638608,0.951451358478,0.939834313984,0.927040309631,0.910908775399,0.890653620839,0.877477455004,0.866147974841,0.859463582733,0.86006990019,0.852017865274,0.848817215568,0.83619395572,0.815284012863,0.805387741558,0.801581293577,0.802591037314,0.804917894721,0.809001307001,0.80858194413,0.812661984426,0.798190562576,0.801659593987,0.787726856582,0.785815665731
12,0.686569158766,0.716163838172,0.759791739386,0.799045765088,0.828402288331,0.862228570329,0.891952078949,0.917535305471,0.942189891236,0.962413155607,0.976725231675,0.987878332303,1.0,0.98815902813,0.981986007677,0.972624351228,0.965893182658,0.954479241185,0.942901775869,0.929207182877,0.910015531544,0.897077653774,0.883966021764,0.875449767189,0.873750264244,0.866874738302,0.860996528772,0.848448974448,0.826185293918,0.817815249558,0.816202587303,0.816722275344,0.808604052263,0.817012427377,0.814874112253,0.818964955958,0.797805572358,0.806379736427,0.791109272995,0.795212726209
13,0.695214358438,0.715845084513,0.756785121829,0.792570943104,0.821238748523,0.851289399044,0.880082496384,0.904847220868,0.929245416207,0.949237335429,0.964435980697,0.979773394507,0.98815902813,1.0,0.989537165999,0.98329801639,0.975608740574,0.965063338787,0.952572635924,0.940361015856,0.923436075408,0.910567667509,0.896202034671,0.887095795122,0.882879049023,0.874577860885,0.868525648046,0.854974058201,0.833659922734,0.823449642732,0.820135552534,0.825783513015,0.815893203819,0.819394298254,0.817049704719,0.822246678854,0.807027628617,0.817626775807,0.809647284861,0.809155445941
14,0.704506790309,0.717265025363,0.752921263516,0.783508023527,0.809054967679,0.837116757714,0.86645712661,0.890606183585,0.914435665875,0.936236935855,0.952937204463,0.970142484514,0.981986007677,0.989537165999,1.0,0.990357214387,0.985134280989,0.977553011744,0.966036018921,0.955004356884,0.939449567068,0.92732473484,0.912257805698,0.902850614829,0.897005504013,0.889348293662,0.882200875459,0.869016430764,0.850645867344,0.842313472505,0.83725077565,0.838750722555,0.826247854241,0.823264747864,0.825901985391,0.829750801705,0.814614974736,0.821883092656,0.817399720578,0.821128784228
15,0.71625191671,0.71446346798,0.747818803057,0.774366231488,0.794851438586,0.821091191332,0.851068648965,0.875674492168,0.90128343202,0.922485003002,0.939562294384,0.95967638608,0.972624351228,0.98329801639,0.990357214387,1.0,0.990836968297,0.985598680026,0.976328610778,0.96526812685,0.950882322007,0.938287845194,0.925375619612,0.916720371317,0.910559597096,0.903529638565,0.895898671914,0.881841691152,0.863807215399,0.856659447823,0.856189171558,0.855105656876,0.844354138014,0.839074518691,0.838394730615,0.841909734863,0.824680899653,0.830810435192,0.829891087574,0.837114926662
16,0.734486713414,0.726863000126,0.758267597416,0.774577125696,0.794218269061,0.818084655919,0.845110188479,0.871857894585,0.894736417719,0.917186616442,0.932981271956,0.951451358478,0.965893182658,0.975608740574,0.985134280989,0.990836968297,1.0,0.991245526848,0.985543315106,0.97699478904,0.965377309557,0.953516569456,0.941104408966,0.931710621395,0.923726809091,0.916596570988,0.905355019198,0.892926844824,0.875938184333,0.86849650736,0.864151630021,0.865094973915,0.851289518533,0.843930172447,0.835828566614,0.845149303153,0.833641720058,0.834911842442,0.830469038581,0.82914631683
17,0.737263263512,0.722990198176,0.755716383956,0.771139409402,0.786451821827,0.810456915801,0.83808722256,0.861150894736,0.884088113576,0.906483873466,0.921365892763,0.939834313984,0.954479241185,0.965063338787,0.977553011744,0.985598680026,0.991245526848,1.0,0.991265611571,0.985289010814,0.976589871865,0.967409286123,0.956084691919,0.94630823511,0.9379048165,0.930696660668,0.919093202612,0.907851743902,0.892513458011,0.886009083517,0.881322240214,0.879821011623,0.864727259082,0.854969612527,0.845027570733,0.855534405734,0.836869923691,0.834059383661,0.829715159318,0.830474283805
18,0.758076922177,0.738187628223,0.762997104876,0.776082849063,0.78729050403,0.810398391053,0.833456665923,0.853812277609,0.870461344949,0.893807038248,0.908327815856,0.927040309631,0.942901775869,0.952572635924,0.966036018921,0.976328610778,0.985543315106,0.991265611571,1.0,0.9915683912,0.986064410213,0.978220733091,0.968334756041,0.958604907075,0.951249694184,0.943609590107,0.933852129621,0.922339444933,0.907358208383,0.898611224471,0.893595807087,0.895655812626,0.878354508734,0.868669949191,0.854075201773,0.865261439518,0.846214614635,0.837398083229,0.832359207073,0.836886233023
19,0.763371732408,0.735633856991,0.760145153927,0.771188460538,0.777980435458,0.801790864452,0.82223345242,0.841099554598,0.858021421224,0.879051669415,0.893966789157,0.910908775399,0.929207182877,0.940361015856,0.955004356884,0.96526812685,0.97699478904,0.985289010814,0.9915683912,1.0,0.990548974776,0.986890287136,0.979084511144,0.971844947146,0.962967511014,0.954513054631,0.945063863072,0.933882284845,0.920274423149,0.913367870102,0.906206008391,0.907415924254,0.891281342172,0.880554557667,0.866843279936,0.877719105956,0.8572558891,0.852222973108,0.844863192129,0.854823568184
20,0.763633272881,0.728155219345,0.751843664093,0.762595709044,0.766412231249,0.78932632292,0.804916731845,0.819715369794,0.834668494204,0.856882624488,0.8710123012,0.890653620839,0.910015531544,0.923436075408,0.939449567068,0.950882322007,0.965377309557,0.976589871865,0.986064410213,0.990548974776,1.0,0.992054776535,0.986413125273,0.978924917446,0.97049205188,0.962561883353,0.952753192827,0.942362402004,0.928848849992,0.921038936893,0.917067994681,0.914790144322,0.899947089102,0.887933988861,0.875668093314,0.8847311611,0.863307067473,0.855619768262,0.849767749236,0.853065057553
21,0.770610788852,0.73236821961,0.751763937958,0.757347728563,0.758383417896,0.778937027533,0.792192637615,0.806164944917,0.821389484743,0.845644544973,0.860051520851,0.877477455004,0.897077653774,0.910567667509,0.92732473484,0.938287845194,0.953516569456,0.967409286123,0.978220733091,0.986890287136,0.992054776535,1.0,0.991811522555,0.98658663564,0.979704607261,0.973948485294,0.965307178118,0.956215878585,0.945549874955,0.937293096603,0.929018945815,0.924731473226,0.909663697147,0.898884700969,0.888456371808,0.89885554262,0.876522916465,0.869547554332,0.865283893818,0.872313532598
22,0.76923381089,0.726838929887,0.74701529981,0.746360826214,0.745015209316,0.767791900652,0.78045473909,0.796270498419,0.809569350311,0.832305436397,0.849132942976,0.866147974841,0.883966021764,0.896202034671,0.912257805698,0.925375619612,0.941104408966,0.956084691919,0.968334756041,0.979084511144,0.986413125273,0.991811522555,1.0,0.990969722404,0.986557447791,0.980816409678,0.972374600655,0.961705033767,0.9504996473,0.942509214372,0.935476327529,0.930937531081,0.917953845982,0.907367834545,0.896628119795,0.907304524857,0.886530755784,0.878825759926,0.876936815421,0.887290099459
